clusterID,geneIDs,Pathways,Description,P-value
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-9658195,Leishmania infection,2.1385350078683588e-10
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-388396,GPCR downstream signalling,2.880850707409156e-10
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,7.825577015779584e-10
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-372790,Signaling by GPCR,8.733460355457726e-10
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,9.123948751297798e-10
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-418594,G alpha (i) signalling events,1.3194317464995402e-09
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-163685,Integration of energy metabolism,1.588256924272936e-09
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,1.6034286630767148e-09
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-445717,Aquaporin-mediated transport,1.857247656847057e-09
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-112315,Transmission across Chemical Synapses,8.158872310608096e-09
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",1.1132929507636067e-08
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-9009391,Extra-nuclear estrogen signaling,1.4606256262066348e-08
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-422356,Regulation of insulin secretion,1.9398057102287184e-08
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-420092,Glucagon-type ligand receptors,2.3709042474601958e-08
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,8.137516774984483e-08
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-5663205,Infectious disease,1.619390279536718e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-112316,Neuronal System,2.2904110812577726e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-8964315,G beta:gamma signalling through BTK,3.191875640002817e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-418217,G beta:gamma signalling through PLC beta,4.884227578473621e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-8964616,G beta:gamma signalling through CDC42,4.884227578473621e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-76002,"Platelet activation, signaling and aggregation",4.894282812946337e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-500657,Presynaptic function of Kainate receptors,5.497408717266786e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-202040,G-protein activation,9.462402666497385e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-418592,ADP signalling through P2Y purinoceptor 1,9.462402666497385e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-428930,Thromboxane signalling through TP receptor,9.462402666497385e-07
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-392451,G beta:gamma signalling through PI3Kgamma,1.0368490030244025e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1296041,Activation of G protein gated Potassium channels,1.8917399883344698e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1296059,G protein gated Potassium channels,1.8917399883344698e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-997272,Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits,1.8917399883344698e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-418346,Platelet homeostasis,2.209519353054931e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),2.2699752852463052e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-397795,G-protein beta:gamma signalling,2.5335978485446142e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-451326,Activation of kainate receptors upon glutamate binding,2.5335978485446142e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-373080,Class B/2 (Secretin family receptors),2.9838912899619643e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1296065,Inwardly rectifying K+ channels,3.4466632126301526e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-109582,Hemostasis,4.4828426159294744e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,4.651273500434089e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-8939211,ESR-mediated signaling,4.987318222605956e-06
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-112040,G-protein mediated events,2.196934602087333e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-170670,Adenylate cyclase inhibitory pathway,2.3160238792549524e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-3858494,Beta-catenin independent WNT signaling,2.320594122136715e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-9006931,Signaling by Nuclear Receptors,2.584393405994903e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-4086398,Ca2+ pathway,2.8847458193193083e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1643685,Disease,3.559428041253717e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-416482,G alpha (12/13) signalling events,8.329017175259081e-05
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-390466,Chaperonin-mediated protein folding,0.0001313570038996309
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-416476,G alpha (q) signalling events,0.0001339642107445801
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-391251,Protein folding,0.00016441780132707886
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-162582,Signaling Pathways,0.00020404426784089206
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1296071,Potassium Channels,0.000210773728125993
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-382551,Transport of small molecules,0.0002595836085169967
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-500792,GPCR ligand binding,0.0003178444314041645
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-195721,Signaling by WNT,0.00106479339808454
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-164378,PKA activation in glucagon signalling,0.006779264303021488
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-5358351,Signaling by Hedgehog,0.018951603855580174
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-111933,Calmodulin induced events,0.03178578217816279
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-111997,CaM pathway,0.03178578217816279
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-111996,Ca-dependent events,0.034308036279593314
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1430728,Metabolism,0.03432740978443663
59,"ADRB2, PRKCB, ADCY3, CSE1L, RAN, SLC9A3R1, GRK2, GNAS, GNB1, GNG2, VDAC2, GNAI3, GNG11, GNAI1, GNB4",R-HSA-1489509,DAG and IP3 signaling,0.04053659054983074
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-2555396,Mitotic Metaphase and Anaphase,2.177036147370717e-21
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-2467813,Separation of Sister Chromatids,3.668916355297447e-21
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69618,Mitotic Spindle Checkpoint,4.8886139248158096e-21
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-68882,Mitotic Anaphase,1.871880913456276e-19
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-68886,M Phase,2.8536790579789773e-18
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,9.959176701818314e-18
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-453276,Regulation of mitotic cell cycle,9.959176701818314e-18
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,1.6000790172113438e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,1.6000790172113438e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69278,"Cell Cycle, Mitotic",1.6170093265973142e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,3.332358662855638e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69620,Cell Cycle Checkpoints,3.55408472061826e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,4.818333693743654e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,7.871041232346173e-16
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-1640170,Cell Cycle,2.1435628347199492e-15
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,4.546029602287443e-14
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,5.4060092977739195e-12
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,5.720740841023711e-12
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,5.720740841023711e-12
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,1.7580026000529998e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176412,Phosphorylation of the APC/C,1.7580026000529998e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-141424,Amplification of signal from the kinetochores,3.411311671846554e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal,3.411311671846554e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,4.4089402959870396e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,4.8682341763997876e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-2500257,Resolution of Sister Chromatid Cohesion,7.757953991927356e-11
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-5663220,RHO GTPases Activate Formins,1.9259361832991785e-10
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,2.8237184861602457e-10
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,4.734377885400386e-09
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-68877,Mitotic Prometaphase,6.729436581887005e-09
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,1.0623209491414684e-07
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-9675126,Diseases of mitotic cell cycle,1.3678768948940857e-07
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-8853884,Transcriptional Regulation by VENTX,1.520189703064849e-07
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-195258,RHO GTPase Effectors,2.913958355526508e-07
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,1.857958298211416e-06
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,3.5312211458737934e-06
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-176417,Phosphorylation of Emi1,3.586893897707067e-06
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69052,Switching of origins to a post-replicative state,1.0199187947236298e-05
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),2.8156298549685465e-05
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69239,Synthesis of DNA,3.8732004976140744e-05
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69306,DNA Replication,5.209863574360512e-05
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-68881,Mitotic Metaphase/Anaphase Transition,0.00011891784567620944
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-194315,Signaling by Rho GTPases,0.00012114433275878254
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.00013627678270834771
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-69242,S Phase,0.00015223353884052164
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.0001798951531307188
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-2559583,Cellular Senescence,0.000370980255395854
61,"KNL1, PPP1CC, PLK1, ANAPC11, PTTG1, CDC20, CDC27, PPP1CA, FBXO5, UBE2S, ANAPC4, CDC16, BUB1, BUB1B, KIF18A, BUB3",R-HSA-983169,Class I MHC mediated antigen processing & presentation,0.0005345659218996191
